DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
2021-0005-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2021-000005,,IDN,Indonesia,South-eastern Asia,Asia,"Kalimantan, Sulawesi Island, Maluku Islands",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2021,1,15,2021,1,21,21,,126025,,126025,,,,,,,86.38165694,"[{""adm1_code"":1522,""adm1_name"":""Kalimantan Barat""},{""adm1_code"":1523,""adm1_name"":""Kalimantan Selatan""},{""adm1_code"":1524,""adm1_name"":""Kalimantan Tengah""},{""adm1_code"":1525,""adm1_name"":""Kalimantan Timur""},{""adm1_code"":1532,""adm1_name"":""Sulawesi Tengah""},{""adm1_code"":1533,""adm1_name"":""Sulawesi Tenggara""},{""adm1_code"":73615,""adm1_name"":""Maluku""},{""adm1_code"":73616,""adm1_name"":""Maluku Utara""},{""adm1_code"":73619,""adm1_name"":""Sulawesi Barat""},{""adm1_code"":73620,""adm1_name"":""Sulawesi Selatan""},{""adm1_code"":73621,""adm1_name"":""Sulawesi Utara""}]","[{""gid_1"":""IDN.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kalimantan Barat""},{""gid_1"":""IDN.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kalimantan Selatan""},{""gid_1"":""IDN.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kalimantan Tengah""},{""gid_1"":""IDN.25_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sulawesi Barat""},{""gid_1"":""IDN.26_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sulawesi Selatan""},{""gid_1"":""IDN.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sulawesi Tengah""},{""gid_1"":""IDN.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sulawesi Tenggara""},{""gid_1"":""IDN.29_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sulawesi Utara""},{""gid_1"":""IDN.34_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Kalimantan Timur""},{""gid_1"":""IDN.35_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Kalimantan Utara""},{""gid_2"":""IDN.18.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Halmahera Barat""},{""gid_2"":""IDN.18.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Halmahera Selatan""},{""gid_2"":""IDN.18.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Halmahera Tengah""},{""gid_2"":""IDN.18.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Halmahera Timur""},{""gid_2"":""IDN.18.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Halmahera Utara""},{""gid_2"":""IDN.18.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Kepulauan Sula""},{""gid_2"":""IDN.18.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Pulau Morotai""},{""gid_2"":""IDN.18.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Ternate""},{""gid_2"":""IDN.18.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Tidore Kepulauan""},{""gid_2"":""IDN.19.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Seram Bagian Timur""},{""gid_2"":""IDN.19.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Tual""},{""gid_2"":""IDN.19.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Ambon""},{""gid_2"":""IDN.19.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Buru Selatan""},{""gid_2"":""IDN.19.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Buru""},{""gid_2"":""IDN.19.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Kepulauan Aru""},{""gid_2"":""IDN.19.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Maluku Barat Daya""},{""gid_2"":""IDN.19.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Maluku Tengah""},{""gid_2"":""IDN.19.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Maluku Tenggara Barat""},{""gid_2"":""IDN.19.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Maluku Tenggara""},{""gid_2"":""IDN.19.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_2"",""name_2"":""Seram Bagian Barat""}]",2021-01-19,2025-12-20
2021-0835-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"East Aceh and Aceh Tamiang (Aceh Province, northern Sumatra)",,,No,No,No,,,Km2,,,,2021,12,31,2022,1,4,2,,27500,,27500,,,,,,,86.38165694,"[{""adm2_code"":73628,""adm2_name"":""Aceh Tamiang""},{""adm2_code"":73631,""adm2_name"":""Aceh Timur""}]","[{""gid_2"":""IDN.1.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Aceh Timur""},{""gid_2"":""IDN.1.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Aceh Tamiang""}]",2022-01-04,2025-12-20
2021-0086-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Ngetos Village (Ngetos District, Nganjuk Regency, East Java Province)",,,No,No,No,,,,,,,2021,2,14,2021,2,14,19,16,175,,191,,,,,,,86.38165694,"[{""adm2_code"":18087,""adm2_name"":""Nganjuk""}]","[{""gid_2"":""IDN.11.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Nganjuk""}]",2021-02-17,2025-12-20
2021-0165-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Bojonegoro Regency (East Java Province); Tangerang District (Banten Province); Banyuwangi Regency (East Java Province); North Gorontalo Regency (Gorontalo Province); Gresik Regency (East Java); Bogor Regency (West Java Province),Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2021,3,17,2021,3,18,,,1974,,1974,,,,,,,86.38165694,"[{""adm2_code"":18065,""adm2_name"":""Banyuwangi""},{""adm2_code"":18067,""adm2_name"":""Bojonegoro""},{""adm2_code"":18069,""adm2_name"":""Gresik""},{""adm2_code"":18028,""adm2_name"":""Tangerang""},{""adm2_code"":73675,""adm2_name"":""Gorontalo""},{""adm2_code"":18008,""adm2_name"":""Bogor""}]","[{""gid_2"":""IDN.11.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Banyuwangi""},{""gid_2"":""IDN.11.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bojonegoro""},{""gid_2"":""IDN.11.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gresik""},{""gid_2"":""IDN.4.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Tangerang Selatan""},{""gid_2"":""IDN.4.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Tangerang""},{""gid_2"":""IDN.6.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Danau Limboto""},{""gid_2"":""IDN.6.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Gorontalo Utara""},{""gid_2"":""IDN.6.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Gorontalo""},{""gid_2"":""IDN.9.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bogor""}]",2021-03-22,2025-12-20
2021-0267-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Batang Toru District (South Tapanuli Regency, North Sumatra Province); Gerung District (West Lombok Regency, West Nusa Tenggara Province)",Heavy rains,Flood,No,No,No,,,,,,,2021,4,29,2021,5,1,13,,1470,,1470,,,,,,,86.38165694,"[{""adm2_code"":18145,""adm2_name"":""Lombok Barat""},{""adm2_code"":73864,""adm2_name"":""Tapanuli Selatan""}]","[{""gid_2"":""IDN.20.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Lombok Barat""},{""gid_2"":""IDN.20.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Lombok Utara""},{""gid_2"":""IDN.32.21_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Padang Lawas Utara""},{""gid_2"":""IDN.32.22_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Padang Lawas""},{""gid_2"":""IDN.32.30_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Tapanuli Selatan""}]",2021-05-17,2025-12-20
2021-0400-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2021-000061,,MYS,Malaysia,South-eastern Asia,Asia,Beaufort and Tenom districts (Sabah state); Sarawak state; Melaka state,Heavy rains,,No,No,No,,,Km2,,,Pagalan River and the Padas Rivers,2021,5,20,2021,6,3,,,5782,,5782,,,,,,,86.38165694,"[{""adm1_code"":1895,""adm1_name"":""Melaka""},{""adm1_code"":1902,""adm1_name"":""Sarawak""},{""adm2_code"":37405,""adm2_name"":""Beaufort""},{""adm2_code"":37425,""adm2_name"":""Tenom""}]","[{""gid_1"":""MYS.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sarawak""},{""gid_1"":""MYS.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Melaka""},{""gid_2"":""MYS.13.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Beaufort""},{""gid_2"":""MYS.13.23_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tenom""}]",2021-07-09,2025-12-20
2021-0584-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"West Java, Papua, East Kalimantan, Banten ad Riau Provinces",Heavy rains,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,,2021,9,13,2021,9,14,,,11839,,11839,,,,,,,86.38165694,"[{""adm1_code"":1525,""adm1_name"":""Kalimantan Timur""},{""adm1_code"":73610,""adm1_name"":""Banten""},{""adm1_code"":73613,""adm1_name"":""Jawa Barat""},{""adm1_code"":73617,""adm1_name"":""Papua""},{""adm1_code"":73618,""adm1_name"":""Riau""}]","[{""gid_1"":""IDN.23_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Papua""},{""gid_1"":""IDN.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Riau""},{""gid_1"":""IDN.34_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Kalimantan Timur""},{""gid_1"":""IDN.35_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Kalimantan Utara""},{""gid_1"":""IDN.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Banten""},{""gid_1"":""IDN.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jawa Barat""}]",2021-09-15,2025-12-20
2021-0653-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Medan City (North Sumatra Province), East, West, Central Kalimantan (Borneo Island); Belawan 1, Belawan 2, Sincanang, Bahari, Bahagia, Bagan Deli, and Labuan Deli",Heavy rains,,No,No,No,,,Km2,,,,2021,10,5,2021,10,6,,,79095,,79095,,,,,,,86.38165694,"[{""adm1_code"":1522,""adm1_name"":""Kalimantan Barat""},{""adm1_code"":1524,""adm1_name"":""Kalimantan Tengah""},{""adm1_code"":1525,""adm1_name"":""Kalimantan Timur""},{""adm2_code"":18229,""adm2_name"":""Kota Medan""},{""adm2_code"":73669,""adm2_name"":""Deli Serdang""}]","[{""gid_1"":""IDN.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kalimantan Barat""},{""gid_1"":""IDN.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kalimantan Tengah""},{""gid_1"":""IDN.34_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Kalimantan Timur""},{""gid_1"":""IDN.35_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle1_1"",""name_1"":""Kalimantan Utara""},{""gid_2"":""IDN.32.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Deli Serdang""},{""gid_2"":""IDN.32.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kota Medan""}]",2021-10-08,2025-12-20
2021-0768-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Lebak Regency (Banten Province, western Java); Pemalang and Tegal Regencies (Central Java Province)",Heavy rains,,No,No,No,,,Km2,,,Rambut River,2021,11,19,2021,11,25,,8,11020,,11028,,,,,,,86.38165694,"[{""adm2_code"":18048,""adm2_name"":""Kota Tegal""},{""adm2_code"":18053,""adm2_name"":""Pemalang""},{""adm2_code"":18060,""adm2_name"":""Tegal""},{""adm2_code"":18020,""adm2_name"":""Lebak""}]","[{""gid_2"":""IDN.10.18_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kota Tegal""},{""gid_2"":""IDN.10.23_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Pemalang""},{""gid_2"":""IDN.10.32_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tegal""},{""gid_2"":""IDN.4.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lebak""}]",2021-12-01,2025-12-20
2022-0087-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Tegal Regency (Central Java Province); Bengkalis Regency (Riau Province, Sumatra Island); Gresik Regency (East Java Province); West Kalimatan",Heavy rains,,No,No,No,,,Km2,,,,2022,2,10,2022,2,15,1,,14700,,14700,,,,,12000,12862,93.29460735,"[{""adm1_code"":1522,""adm1_name"":""Kalimantan Barat""},{""adm2_code"":18060,""adm2_name"":""Tegal""},{""adm2_code"":18069,""adm2_name"":""Gresik""},{""adm2_code"":73651,""adm2_name"":""Bengkalis""}]","[{""gid_1"":""IDN.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kalimantan Barat""},{""gid_2"":""IDN.10.32_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tegal""},{""gid_2"":""IDN.11.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gresik""},{""gid_2"":""IDN.24.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bengkalis""},{""gid_2"":""IDN.24.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Dumai""},{""gid_2"":""IDN.24.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kepulauan Meranti""}]",2022-02-16,2025-12-20
2009-0480-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),GLIDE:LS-2009-000236,,IDN,Indonesia,South-eastern Asia,Asia,Kota Palopo district (Sulawesi Selatan province),Heavy rains,,No,No,No,,,,,,,2009,11,8,2009,11,8,14,,,,,,,,,,,68.39164268,"[{""adm2_code"":73740,""adm2_name"":""Kota Palopo""}]","[{""gid_2"":""IDN.26.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Palopo""}]",2009-11-16,2025-12-20
2009-0049-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Buwun Mas village (Central Sekotong sub-district, Lombok Barat, Nusatenggara Barat province)",Heavy rains,,No,No,No,,,,,,,2009,1,18,2009,1,18,15,,5,,5,,,,,,,68.39164268,"[{""adm2_code"":18145,""adm2_name"":""Lombok Barat""}]","[{""gid_2"":""IDN.20.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Lombok Barat""},{""gid_2"":""IDN.20.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Lombok Utara""}]",2009-02-25,2025-12-20
2006-0007-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Sijeruk village (Banjarnegara district, Jawa Tengah province)",Heavy rains,,No,No,No,,,,-8.02,113.34,,2006,1,1,2006,1,4,156,13,,8300,8313,,,,,27000,42014,64.26483222,"[{""adm2_code"":18030,""adm2_name"":""Banjarnegara""}]","[{""gid_2"":""IDN.10.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Banjarnegara""}]",2007-02-15,2025-12-20
2004-0173-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Bandung city (Bandung district, Jawa Barat province)",Heavy rains,,No,No,No,,,,,,,2004,4,22,2004,4,22,13,7,,,7,,,,,,,60.21357973,"[{""adm2_code"":73636,""adm2_name"":""Bandung""}]","[{""gid_2"":""IDN.9.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bandung Barat""},{""gid_2"":""IDN.9.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Waduk Cirata""},{""gid_2"":""IDN.9.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bandung""},{""gid_2"":""IDN.9.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Cimahi""}]",2004-04-22,2025-12-20
2003-0060-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Cantilan village (Kuningan district, Jawa Barat province)",Hevay rains,,No,No,No,,,,,,,2003,1,31,2003,1,31,10,,20,,20,,,,,,,58.64355298,"[{""adm2_code"":18019,""adm2_name"":""Kuningan""}]","[{""gid_2"":""IDN.9.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kuningan""}]",2003-09-02,2025-12-20
2003-0053-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Nenggeng, Budi Aten, Bojong Jambu villages (Kadungora area, Garut district, Jawa Barat province)",Heavy rains,,No,No,No,,,,,,,2003,1,29,2003,1,29,21,74,1686,,1760,,,,,,,58.64355298,"[{""adm2_code"":18012,""adm2_name"":""Garut""}]","[{""gid_2"":""IDN.9.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Garut""}]",2003-09-01,2025-12-20
2000-0721-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Purworejo, Purbalingga, Kebumen districts (Jawa Tengah province)",Heavy rains,,No,No,No,,,,,,,2000,11,5,2000,11,7,52,19,,,19,,,,,,,54.89515197,"[{""adm2_code"":18041,""adm2_name"":""Kebumen""},{""adm2_code"":18054,""adm2_name"":""Purbalingga""},{""adm2_code"":18055,""adm2_name"":""Purworejo""}]","[{""gid_2"":""IDN.10.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kebumen""},{""gid_2"":""IDN.10.24_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Purbalingga""},{""gid_2"":""IDN.10.25_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Purworejo""}]",2005-04-24,2025-12-20
