DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,GADM Admin Units,Entry Date,Last Update
2004-0129-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Manimbahoi sub-district (Gowa district, Sulawesi Selatan province)",Heavy rains,,No,No,No,,,,,,,2004,3,27,2004,3,27,33,,5000,,5000,,,,,,,60.21357973,"[{""adm2_code"":18172,""adm2_name"":""Gowa""}]","[{""gid_2"":""IDN.26.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gowa""}]",2004-04-14,2025-12-20
2006-0668-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),GLIDE:LS-2006-000185,,IDN,Indonesia,South-eastern Asia,Asia,Solok district (Sumatera Barat province),Heavy rains,,No,No,No,,,,,,,2006,12,15,2006,12,15,17,,,,,,,,,,,64.26483222,"[{""adm2_code"":73853,""adm2_name"":""Solok""}]","[{""gid_2"":""IDN.30.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Solok""}]",2007-01-08,2025-12-20
2007-0447-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2007-000259,,IDN,Indonesia,South-eastern Asia,Asia,"Pasir, Kota Balikpapan districts (Kalimantan Timur province)",Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,5690,Km2,-1.08,116.72,,2007,9,2,2007,9,4,4,,1000,,1000,,,,,,,66.09810297,"[{""adm2_code"":18130,""adm2_name"":""Kota Balikpapan""},{""adm2_code"":73823,""adm2_name"":""Pasir""}]","[{""gid_2"":""IDN.34.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Paser""},{""gid_2"":""IDN.34.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Balikpapan""}]",2007-09-20,2025-12-20
2011-0175-MYS,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,MYS,Malaysia,South-eastern Asia,Asia,Ulu Langat district (Selangor province),Heavy rains,,No,No,No,,,,,,,2011,5,21,2011,5,21,16,6,,,6,,,,,,,71.70772361,"[{""adm2_code"":37462,""adm2_name"":""Ulu Langat""}]","[{""gid_2"":""MYS.15.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Hulu Langat""}]",2011-05-24,2025-12-20
2004-0061-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Purworejo, Loano, Bagelen villages (Purworejo district, Jawa Tengah province)",,Flood,No,No,No,,,,,,,2004,1,23,2004,1,30,29,,,,,,,,,3500,5813,60.21357973,"[{""adm2_code"":18055,""adm2_name"":""Purworejo""}]","[{""gid_2"":""IDN.10.25_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Purworejo""}]",2005-12-15,2025-12-20
2012-0250-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Pangradin village (Jasinga sub-district, Bogor district, West Java province)",Heavy rains,,No,No,No,,,,,,,2012,5,24,2012,5,24,12,,,,,,,,,,,73.19159161,"[{""adm2_code"":18008,""adm2_name"":""Bogor""}]","[{""gid_2"":""IDN.9.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bogor""}]",2012-07-23,2025-12-20
2015-0412-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,Aceh Jaya District (Nanggroe Aceh Darussalam Province),Heavy rains,,No,No,No,,,Km2,,,,2015,7,15,2015,7,,,,25750,,25750,,,,,,,75.55797677,"[{""adm2_code"":73625,""adm2_name"":""Aceh Jaya""}]","[{""gid_2"":""IDN.1.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Aceh Jaya""}]",2015-09-10,2025-12-20
2015-0181-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Banten, Daerah Istimewa Yogyakarta, Jawa Barat, Jawa Tengah, Jawa Timur provinces",Torrential rains,,No,No,No,,,,,,,2015,5,6,2015,5,6,13,,,,,,,,,,,75.55797677,"[{""adm1_code"":1515,""adm1_name"":""Daerah Istimewa Yogyakarta""},{""adm1_code"":1520,""adm1_name"":""Jawa Tengah""},{""adm1_code"":1521,""adm1_name"":""Jawa Timur""},{""adm1_code"":73610,""adm1_name"":""Banten""},{""adm1_code"":73613,""adm1_name"":""Jawa Barat""}]","[{""gid_1"":""IDN.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jawa Tengah""},{""gid_1"":""IDN.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jawa Timur""},{""gid_1"":""IDN.33_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Yogyakarta""},{""gid_1"":""IDN.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Banten""},{""gid_1"":""IDN.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jawa Barat""}]",2015-05-21,2025-12-20
2016-0057-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Jambi; Sanggau, Sambas, Bengkayang, Landak districts (West Kalimantan); Pasuruan (East Java Province); Garut (West Java Province)",Heavy monsoonal rains,,No,No,No,,,Km2,,,,2016,2,19,2016,2,24,,,30000,,30000,,,,,,,76.5112162,"[{""adm1_code"":1518,""adm1_name"":""Jambi""},{""adm2_code"":18091,""adm2_name"":""Pasuruan""},{""adm2_code"":18105,""adm2_name"":""Sambas""},{""adm2_code"":73652,""adm2_name"":""Bengkayang""},{""adm2_code"":73773,""adm2_name"":""Landak""},{""adm2_code"":73839,""adm2_name"":""Sanggau""},{""adm2_code"":18012,""adm2_name"":""Garut""}]","[{""gid_1"":""IDN.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Jambi""},{""gid_2"":""IDN.11.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Pasuruan""},{""gid_2"":""IDN.12.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sambas""},{""gid_2"":""IDN.12.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sanggau""},{""gid_2"":""IDN.12.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bengkayang""},{""gid_2"":""IDN.12.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Landak""},{""gid_2"":""IDN.9.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Garut""}]",2016-03-15,2025-12-20
2016-0516-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4431|GLIDE:FL-2017-000002,,MYS,Malaysia,South-eastern Asia,Asia,"Bachok, Gua Musang, Jeli, Kota Bahru, Machang, Pasir Mas, Pasir Puteh, Tanah Merah, Tumpat, Kuala Krai districts (Kelantan state); Besut, Setiu, Hulu Terengganu, Marang, Dungun, Kemaman (Terengganu state); Kuala Kangsar (Perak state); Pahang; Johor; Sabah; Selangor",Continous rains,,No,No,No,,43580.48,Km2,4.7,102.411,"Sungai Golok, Sungai Galas, Sungai Kelantan, ungai Besut, Sungai Terengganu and Sungai Setiu",2016,12,26,2017,1,23,,,25000,,25000,,,,,132000,172524,76.5112162,"[{""adm1_code"":1891,""adm1_name"":""Johor""},{""adm1_code"":1897,""adm1_name"":""Pahang""},{""adm1_code"":1901,""adm1_name"":""Sabah""},{""adm1_code"":1903,""adm1_name"":""Selangor""},{""adm2_code"":37356,""adm2_name"":""Bachok""},{""adm2_code"":37357,""adm2_name"":""Gua Musang""},{""adm2_code"":37358,""adm2_name"":""Jeli""},{""adm2_code"":37359,""adm2_name"":""Kota Bharu""},{""adm2_code"":37360,""adm2_name"":""Kuala Krai""},{""adm2_code"":37361,""adm2_name"":""Machang""},{""adm2_code"":37362,""adm2_name"":""Pasir Mas""},{""adm2_code"":37363,""adm2_name"":""Pasir Puteh""},{""adm2_code"":37364,""adm2_name"":""Tanah Merah""},{""adm2_code"":37365,""adm2_name"":""Tumpat""},{""adm2_code"":37393,""adm2_name"":""Kuala Kangsar""},{""adm2_code"":37463,""adm2_name"":""Besut""},{""adm2_code"":37464,""adm2_name"":""Dungun""},{""adm2_code"":37465,""adm2_name"":""Hulu Terengganu""},{""adm2_code"":37466,""adm2_name"":""Kemaman""},{""adm2_code"":37468,""adm2_name"":""Marang""},{""adm2_code"":37469,""adm2_name"":""Setiu""}]","[{""gid_1"":""MYS.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sabah""},{""gid_1"":""MYS.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Selangor""},{""gid_1"":""MYS.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Johor""},{""gid_1"":""MYS.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Pahang""},{""gid_2"":""MYS.16.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Besut""},{""gid_2"":""MYS.16.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Dungun""},{""gid_2"":""MYS.16.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Hulu Terengganu""},{""gid_2"":""MYS.16.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kemaman""},{""gid_2"":""MYS.16.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Marang""},{""gid_2"":""MYS.16.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Setiu""},{""gid_2"":""MYS.3.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tumpat""},{""gid_2"":""MYS.3.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bachok""},{""gid_2"":""MYS.3.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gua Musang""},{""gid_2"":""MYS.3.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Jeli""},{""gid_2"":""MYS.3.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kota Bharu""},{""gid_2"":""MYS.3.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kuala Krai""},{""gid_2"":""MYS.3.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Machang""},{""gid_2"":""MYS.3.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Pasir Mas""},{""gid_2"":""MYS.3.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Pasir Putih""},{""gid_2"":""MYS.3.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tanah Merah""},{""gid_2"":""MYS.9.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kuala Kangsar""}]",2017-01-05,2025-12-20
2016-0525-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Sumatra (3 districts in Merangin regency, Jambi province), Banten (Lebak-Citorek village), Jawa Tengah (Buluhrejo, Plosorejo, Sukomakmur villages), Jawa Timur (Bojonegro, Gresik, Dukun, Bungah and Tuban (Widang, Parengan, Soko, Rengel, Plumpang)), Borneo Isl. (4 districts in West Kalimantan province)",,"Slide (land, mud, snow, rock)",No,No,No,,,Km2,,,Bengawan Solo River,2016,11,30,2016,12,7,10,,105000,,105000,,,,,10000,13070,76.5112162,"[{""adm1_code"":1522,""adm1_name"":""Kalimantan Barat""},{""adm2_code"":73795,""adm2_name"":""Merangin""},{""adm2_code"":18038,""adm2_name"":""Grobogan""},{""adm2_code"":18040,""adm2_name"":""Karanganyar""},{""adm2_code"":18050,""adm2_name"":""Magelang""},{""adm2_code"":18067,""adm2_name"":""Bojonegoro""},{""adm2_code"":18069,""adm2_name"":""Gresik""},{""adm2_code"":18099,""adm2_name"":""Tuban""},{""adm2_code"":18020,""adm2_name"":""Lebak""}]","[{""gid_1"":""IDN.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Kalimantan Barat""},{""gid_2"":""IDN.10.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Karanganyar""},{""gid_2"":""IDN.10.20_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Magelang""},{""gid_2"":""IDN.10.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Grobogan""},{""gid_2"":""IDN.11.37_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tuban""},{""gid_2"":""IDN.11.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bojonegoro""},{""gid_2"":""IDN.11.7_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Gresik""},{""gid_2"":""IDN.4.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lebak""},{""gid_2"":""IDN.8.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Merangin""}]",2017-01-18,2025-12-20
2020-0033-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,IDN,Indonesia,South-eastern Asia,Asia,"Sumedang Regency, Bandung District (West Java); Bojonegoro Regency (East Java)",,,No,No,No,,,Km2,,,,2020,1,23,2020,1,28,10,,75000,,75000,,,,,,,82.50568385,"[{""adm2_code"":18067,""adm2_name"":""Bojonegoro""},{""adm2_code"":18015,""adm2_name"":""Kota Bandung""},{""adm2_code"":18027,""adm2_name"":""Sumedang""},{""adm2_code"":73636,""adm2_name"":""Bandung""}]","[{""gid_2"":""IDN.11.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Bojonegoro""},{""gid_2"":""IDN.9.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kota Bandung""},{""gid_2"":""IDN.9.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bandung Barat""},{""gid_2"":""IDN.9.25_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sumedang""},{""gid_2"":""IDN.9.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Waduk Cirata""},{""gid_2"":""IDN.9.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bandung""},{""gid_2"":""IDN.9.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Cimahi""}]",2020-01-27,2025-12-20
2020-0272-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),GLIDE:FL-2020-000157,,MYS,Malaysia,South-eastern Asia,Asia,"Tenom, Kota Belud, Papar, Beaufort, Penampang Districts (Sabah State); Baram, Marudi, Long Lama, Lawas, Limbang districts (Sarawak State)",Heavy rains,,No,No,No,,,Km2,,,,2020,6,27,2020,7,1,,,9000,,9000,,,,,6800,8242,82.50568385,"[{""adm1_code"":1902,""adm1_name"":""Sarawak""},{""adm2_code"":37405,""adm2_name"":""Beaufort""},{""adm2_code"":37408,""adm2_name"":""Kota Belud""},{""adm2_code"":37416,""adm2_name"":""Penampang""},{""adm2_code"":37425,""adm2_name"":""Tenom""}]","[{""gid_1"":""MYS.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Sarawak""},{""gid_2"":""MYS.13.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus2"",""name_2"":""Penampang""},{""gid_2"":""MYS.13.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Beaufort""},{""gid_2"":""MYS.13.23_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Tenom""},{""gid_2"":""MYS.13.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kota Belud""}]",2020-07-02,2025-12-20
2020-0289-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4935,,MYS,Malaysia,South-eastern Asia,Asia,"Pontian, Batu Pahat, Muar, Kluang,Tangkak Districts (Johor State)",Heavy rains,,No,No,No,,30344.28,Km2,24.561,103.055,,2020,6,20,2020,6,25,,,1210,,1210,,,,,,,82.50568385,"[{""adm2_code"":37337,""adm2_name"":""Batu Pahit""},{""adm2_code"":37339,""adm2_name"":""Kluang""},{""adm2_code"":37342,""adm2_name"":""Muar""},{""adm2_code"":37343,""adm2_name"":""Pontian""}]","[{""gid_2"":""MYS.1.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Batu Pahat""},{""gid_2"":""MYS.1.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Keluang""},{""gid_2"":""MYS.1.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Ledang""},{""gid_2"":""MYS.1.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Muar""},{""gid_2"":""MYS.1.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Pontian""}]",2020-07-03,2025-12-20
2021-0008-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,MYS,Malaysia,South-eastern Asia,Asia,"Serian, Samarahan, Miri, Kuching districts (Sarawak State)",Heavy rains,,No,No,No,,,Km2,,,,2021,1,12,2021,1,15,6,,3000,,3000,,,,,,,86.38165694,"[{""adm2_code"":37436,""adm2_name"":""Kuching""},{""adm2_code"":37443,""adm2_name"":""Miri""},{""adm2_code"":37445,""adm2_name"":""Samarahan""},{""adm2_code"":37448,""adm2_name"":""Serian""}]","[{""gid_2"":""MYS.14.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Kuching""},{""gid_2"":""MYS.14.19_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Miri""},{""gid_2"":""MYS.14.22_1"",""migration_date"":""2025-12-20"",""migration_method"":""bufhaus2"",""name_2"":""Samarahan""},{""gid_2"":""MYS.14.26_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Serian""}]",2021-01-19,2025-12-20
2001-0041-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Cipanas village (Lebak district, Banten province)",,,No,No,No,,,,,,,2001,2,8,2001,2,12,122,,,23000,23000,,,,,10000,17716,56.44657635,"[{""adm2_code"":18020,""adm2_name"":""Lebak""}]","[{""gid_2"":""IDN.4.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Lebak""}]",2005-12-15,2025-12-20
2002-0064-MYS,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,MYS,Malaysia,South-eastern Asia,Asia,Simunjan district (Sarawak province),,,No,No,No,,,,,,,2002,1,31,2002,1,31,10,,,,,,,,,,,57.34184015,"[{""adm2_code"":37450,""adm2_name"":""Simunjan""}]","[{""gid_2"":""MYS.14.28_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Simunjan""}]",2005-05-03,2025-12-20
2003-0155-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,"Ende, Sikka, Kupang, Flores Timur districts (Nusatenggara Timur province)",Heavy rains,Flood,No,No,No,50,,,,,,2003,3,31,2003,4,2,76,248,229300,,229548,,,,,3961,6754,58.64355298,"[{""adm2_code"":18151,""adm2_name"":""Ende""},{""adm2_code"":18156,""adm2_name"":""Sikka""},{""adm2_code"":73673,""adm2_name"":""Flores Timur""},{""adm2_code"":73765,""adm2_name"":""Kupang""}]","[{""gid_2"":""IDN.21.14_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Sabu Raijua""},{""gid_2"":""IDN.21.15_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Sikka""},{""gid_2"":""IDN.21.3_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ende""},{""gid_2"":""IDN.21.4_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Flores Timur""},{""gid_2"":""IDN.21.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kota Kupang""},{""gid_2"":""IDN.21.6_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Kupang""}]",2005-04-13,2025-12-20
2004-0177-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),GLIDE:LS-2004-000166,,IDN,Indonesia,South-eastern Asia,Asia,Kota Pasaman district (Sumatera Barat province),Heavy rains,Transport accident,No,No,No,,,,,,,2004,4,23,2004,4,23,44,11,,,11,,,,,,,60.21357973,"[{""adm2_code"":73745,""adm2_name"":""Kota Pasaman""}]","[{""gid_2"":""IDN.30.13_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Pasaman""}]",2004-04-26,2025-12-20
2005-0089-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),GLIDE:LS-2005-000025,,IDN,Indonesia,South-eastern Asia,Asia,Bandung district (Jawa Barat province),,,No,No,No,,,,,,,2005,2,21,2005,2,21,143,,,,,,,,,5000,8031,62.25647853,"[{""adm2_code"":73636,""adm2_name"":""Bandung""}]","[{""gid_2"":""IDN.9.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bandung Barat""},{""gid_2"":""IDN.9.27_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Waduk Cirata""},{""gid_2"":""IDN.9.2_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Bandung""},{""gid_2"":""IDN.9.8_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Cimahi""}]",2005-03-22,2025-12-20
2007-0011-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,Padangpariaman district (Sumatera Barat province),Heavy rain,,No,No,No,,,,,,,2007,1,9,2007,1,9,11,,,,,,,,,,,66.09810297,"[{""adm2_code"":73819,""adm2_name"":""Padangpariaman""}]","[{""gid_2"":""IDN.30.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Padang Pariaman""}]",2007-01-10,2025-12-20
2011-0153-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),GLIDE:FL-2011-000048,,IDN,Indonesia,South-eastern Asia,Asia,Garut district (Jawa Barat province),Heavy rains,,No,No,No,,,,,,,2011,5,6,2011,5,6,19,4,,,4,,,,,,,71.70772361,"[{""adm2_code"":18012,""adm2_name"":""Garut""}]","[{""gid_2"":""IDN.9.11_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Garut""}]",2011-05-13,2025-12-20
2016-0306-IDN,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4377,,IDN,Indonesia,South-eastern Asia,Asia,"Andowia, Asera, Lasolo sub-districts (North Konawe regency - Southeast Sulawesi)",Heavy rains,,No,No,No,,,Km2,,,,2016,7,11,2016,7,19,,,1354,,1354,,,,,,,76.5112162,"[{""adm2_code"":73695,""adm2_name"":""Kendari""}]","[{""gid_2"":""IDN.28.10_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Konawe""},{""gid_2"":""IDN.28.9_1"",""migration_date"":""2025-12-20"",""migration_method"":""puzzle2_2"",""name_2"":""Konawe Utara""}]",2016-08-23,2025-12-20
2016-0307-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4376,,MYS,Malaysia,South-eastern Asia,Asia,"Yan, Baling districts (Kedah province), Penang city (Timur Laut district, Pulau Pinang province)",Torrential rain,,No,No,No,,,Km2,,,,2016,7,18,2016,7,19,,,441,,441,,,,,,,76.5112162,"[{""adm2_code"":37345,""adm2_name"":""Baling""},{""adm2_code"":37355,""adm2_name"":""Yan""},{""adm2_code"":37404,""adm2_name"":""Timur Laut""}]","[{""gid_2"":""MYS.11.5_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Timur Laut""},{""gid_2"":""MYS.2.12_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Yan""},{""gid_2"":""MYS.2.1_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Baling""}]",2016-08-23,2025-12-20
2016-0489-MYS,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),DFO:4424,,MYS,Malaysia,South-eastern Asia,Asia,Terengganu province,Heavy rains,,No,No,No,,20485.81,Km2,5.122,102.56,,2016,11,28,2016,12,7,,,400,,400,,,,,,,76.5112162,"[{""adm1_code"":1904,""adm1_name"":""Terengganu""}]","[{""gid_1"":""MYS.16_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard1"",""name_1"":""Trengganu""}]",2016-12-13,2025-12-20
2017-0102-IDN,No,nat-hyd-mmw-lan,Natural,Hydrological,Mass movement (wet),Landslide (wet),,,IDN,Indonesia,South-eastern Asia,Asia,Ponorogo discrict (Java province),Heavy rains,,No,No,No,,,,,,,2017,4,1,2017,4,1,28,17,,160,177,,,,,11000,14077,78.14100176,"[{""adm2_code"":18092,""adm2_name"":""Ponorogo""}]","[{""gid_2"":""IDN.11.29_1"",""migration_date"":""2025-12-20"",""migration_method"":""jaccard2"",""name_2"":""Ponorogo""}]",2017-04-19,2025-12-20
